Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time
4.026786418065372,1.4943144350434685,6.641400690424949,1.4995,4.91,236.313
4.02801358143727,1.4906648493738743,6.654942694603142,1.4995,4.91,242.688
4.029821284050289,1.492881709433649,6.638789694585105,1.4995,4.91,249.094
4.031201162074059,1.4920259631852706,6.5360649072300685,1.4995,4.922,255.5
4.032682838062905,1.4919442656177102,6.428157211382976,1.4995,4.922,261.859
4.034280712069431,1.4911674336596117,6.327682260040421,1.4995,4.922,268.281
4.035981492736932,1.491309141658674,6.208359498975302,1.4995,4.922,274.656
4.037583141224635,1.492703828930193,6.150739086430529,1.4995,4.922,280.984
4.039208982409127,1.4906307377956947,6.1108513408778435,1.4995,4.922,287.406
4.041145604152467,1.4903223416953126,6.046707951318762,1.4995,4.922,293.797
4.042808815165833,1.4922950293667967,5.9940507538560786,1.4995,4.922,300.313
4.0445283650099615,1.4914363664364942,5.923990968570316,1.4995,4.922,306.656
4.046156750221324,1.490866184210431,5.916649095554147,1.4995,4.935,313.016
4.0480377968946835,1.4914031210886791,5.887980576004402,1.4995,4.935,319.391
4.04979800226957,1.4907842290111573,5.8356790797370754,1.4995,4.935,325.797
4.051767569185179,1.4909927306552035,5.791445273062085,1.4995,4.935,332.141
4.053527157614805,1.4926078420464353,5.739167896834689,1.4995,4.935,338.484
4.05511264645939,1.4912866497092927,5.717169269156407,1.4995,4.935,344.844
4.0572098273185695,1.4925204868216242,5.6667611520835734,1.4995,4.948,351.188
4.059071131795135,1.4912599684910213,5.636714015056383,1.4995,4.935,357.563
4.060785846769481,1.4914253674996816,5.6000547438291965,1.4995,4.948,363.875
4.062693045489929,1.4907056744118128,5.569979011390564,1.4995,4.948,370.281
4.064464847631417,1.4900011045923833,5.529579728435216,1.4995,4.948,376.719
4.066414345924289,1.4903942977942333,5.510572752616822,1.4995,4.948,383.031
4.068048231203553,1.491711584456931,5.4292958181480575,1.4995,4.948,389.406
4.070135087035092,1.4912708660711358,5.416311577098889,1.4995,4.948,395.797
4.071646109249631,1.4909983969144636,5.392622433968858,1.4995,4.96,402.141
4.0735733674889145,1.490523835739077,5.34110317025168,1.4995,4.96,408.547
4.075498709551133,1.4914232178792985,5.343666575004452,1.4995,4.96,414.938
4.077333078842814,1.4916561962060049,5.30964858534112,1.4995,4.96,421.281
4.079189321940031,1.4922414590423199,5.270720130714822,1.4995,4.96,427.656
4.080928006398242,1.4906714646203072,5.332285445048148,1.4995,4.96,434.047
4.082576244666467,1.4908744419120832,5.441103171085556,1.4995,4.96,440.391
4.084291796101893,1.4901601053328828,5.53741296529629,1.4995,4.96,446.766
4.085775538754227,1.4925482349529502,5.622853318041256,1.4995,4.973,453.156
4.087270670470984,1.4905463618116248,5.6553563053910265,1.4995,4.973,459.5
4.088869398363126,1.4924906467599366,5.705603450719734,1.4995,4.973,465.875
4.090029831385667,1.492002357255315,5.737605494519674,1.4995,4.973,472.266
4.091518319857267,1.4919469367025657,5.786691477671423,1.4995,4.973,478.578
4.092635882764125,1.4925161054005247,5.841514488545846,1.4995,4.973,484.969
4.093988815087622,1.4923252957064495,5.888441831723099,1.4995,4.973,491.344
4.095415283393898,1.4940743027092773,5.914291109255539,1.4995,4.973,497.703
4.096472125903687,1.491324230646016,5.934831000036713,1.4995,4.973,504.109
4.097675716545356,1.4916850089568545,5.969362256326314,1.4995,4.973,510.516
4.098857172602291,1.4922464141323792,6.010801148413172,1.4995,4.986,516.828
4.0996880593630864,1.4928118100334058,6.042102100639416,1.4995,4.986,523.203
4.100919743506621,1.492030341620052,6.04524568706571,1.4995,4.986,529.594
4.101951892766344,1.4920472197658932,6.06187713314377,1.4995,4.986,535.891
4.102987364747756,1.4922838978293829,6.101857530745416,1.4995,4.986,542.203
4.103883604637974,1.492146093529524,6.137254122026662,1.4995,4.986,548.516
4.104840308510167,1.490648067866631,6.163789595421809,1.4995,4.986,554.891
4.105670620661008,1.4934636001016677,6.1991112245299975,1.4995,4.986,561.266
4.106581534868608,1.4922211814883826,6.206383381174556,1.4995,4.986,567.609
4.10753093195291,1.4919703547248644,6.209024019338901,1.4995,4.986,573.922
4.108296964886876,1.4901611840311926,6.230997054188293,1.4995,4.986,580.297
4.109314535480585,1.4924096170585628,6.266802065206869,1.4995,4.986,586.688
4.110238951324966,1.4926409424374583,6.290070459158095,1.4995,4.986,593.0
4.111097393571152,1.4922307940852908,6.314012501913238,1.4995,4.986,599.313
4.1119032429610165,1.49160353373279,6.321441190687967,1.4995,4.986,605.688
4.11261292298787,1.4919833189447742,6.353952226778008,1.4995,4.986,612.047
4.113500491958921,1.4930612706568551,6.378453170490177,1.4995,4.986,618.375
4.113970510428334,1.4921129166624159,6.393795629126895,1.4995,4.986,624.75
4.114911620958395,1.4912969927668793,6.401647858242453,1.4995,4.986,631.125
4.1157492198484125,1.490678127876225,6.435955203873008,1.4995,4.998,637.469
4.11627293525911,1.491860305653593,6.467365923502496,1.4995,4.998,643.781
4.117120638643178,1.4924957639467293,6.498978928504234,1.4995,4.998,650.141
4.117804387696187,1.4903185288440153,6.532280944822635,1.4995,4.998,656.531
4.118512455449841,1.491096738041394,6.553421374284096,1.4995,4.998,662.844
4.1192106215000495,1.4899177094453895,6.5611459223889845,1.4995,4.998,669.172
4.119574503897195,1.4909885449326805,6.591515626514674,1.4995,4.998,675.516
4.120358004508361,1.491474504456107,6.5972279303997485,1.4995,4.998,681.891
4.121079822351336,1.4923882937031834,6.612373707630469,1.4995,4.998,688.219
4.121639627507359,1.492132321571765,6.643102961581834,1.4995,4.998,694.531
4.122604165655787,1.4919553623544406,6.664462928290237,1.4995,4.998,700.906
4.1230615918958655,1.4912498714521927,6.694657538691245,1.4995,4.998,707.281
4.123664335360782,1.4914701507298356,6.721052676702063,1.4995,4.998,713.609
4.124562648752162,1.4911545038943648,6.745448605186124,1.4995,4.998,719.938
4.124835533671112,1.4922411026880433,6.7668478432592085,1.4995,4.998,726.313
4.125570599898054,1.4918152536413958,6.781616740546488,1.4995,4.998,732.703
4.126266394457706,1.4922695793094902,6.812978270883232,1.4995,4.998,739.016
4.12681530311579,1.4915085600819507,6.838164215339913,1.4995,4.998,745.391
4.127606675946879,1.4902804811263708,6.859242287375304,1.4995,4.998,751.75
4.127993915675777,1.4907054561456983,6.881135109010714,1.4984,4.998,758.094
4.128359618225159,1.4888592528434659,6.8916181178748515,1.4978,4.998,764.438
4.12874847614843,1.4890925283589602,6.901134861765594,1.4967,4.998,770.75
4.1293110874631545,1.4882723986836015,6.93394616448234,1.4957,4.998,777.156
4.129735765154827,1.4872117019696909,6.959924650522981,1.4946,4.998,783.547
4.130291876530324,1.4866603331132018,6.998582337993618,1.494,4.998,789.859
4.130613398164351,1.4851124593952034,7.026466640704516,1.4935,4.998,796.219
4.131126340913406,1.4840924771361488,7.03886109524487,1.4929,4.998,802.609
4.131547775175745,1.4846699229344322,7.0536624051527825,1.4924,4.998,808.922
4.131895304608997,1.4836730473133766,7.081253495100664,1.4918,4.998,815.234
4.132391631042255,1.4834916656414188,7.089533135011871,1.4913,4.998,821.609
4.133004818942096,1.4833307676208023,7.1039690028244165,1.4907,4.998,828.0
4.133330470856492,1.4836045366010167,7.128549912106798,1.4902,4.998,834.313
4.133611221524613,1.481139683707556,7.156760524183887,1.4897,4.998,840.625
4.134221760057551,1.480986623132934,7.185144469242282,1.4891,4.998,847.0
4.134637995780324,1.4794585220700551,7.212910422129815,1.4886,4.998,853.406
4.1351090103350305,1.4797867532689362,7.240870914193882,1.488,4.998,859.719
4.135615690073381,1.4803478372666683,7.263699512118757,1.4875,5.011,866.031
4.135871445365151,1.478666230783248,7.273561443586958,1.4864,4.998,872.422
4.136495240658563,1.4774075543057672,7.2996811707061395,1.4858,4.998,878.813
4.13687182748876,1.4784642285902192,7.3195472367550245,1.4853,4.998,885.125
4.1372923109179975,1.4776453018048845,7.343053046558644,1.4853,4.998,891.438
4.137751448830292,1.4753327367981774,7.373992221136428,1.4848,4.998,897.844
4.138297230107135,1.4760148259476515,7.403968965139578,1.4842,4.998,904.234
4.138613075564355,1.4764324067329408,7.39319248129013,1.4842,4.998,910.547
4.13895628399319,1.478228550247625,7.402336242819729,1.4831,4.998,916.922
4.139891212782009,1.4767718644743222,7.452358645550091,1.4831,4.998,923.313
4.140050172471612,1.4755636294086911,7.488269354018839,1.4826,4.998,929.625
4.1405925118056315,1.4733303521841639,7.478826508960994,1.482,4.998,935.969
4.141064902289267,1.474595768926286,7.518111621546909,1.4809,4.998,942.344
4.141228536829687,1.471594836896943,7.531112882726884,1.4804,4.998,948.734
4.142019404412915,1.4725176850320014,7.536597471265658,1.4793,4.998,955.047
4.142406365000665,1.4710406708716792,7.549421208790163,1.4793,4.998,961.422
4.142707689963459,1.4688620062027544,7.562106760082781,1.4782,4.998,967.797
4.142990177532274,1.470109219688124,7.580705545221506,1.4777,4.998,974.109
4.143496536375503,1.4692186014812953,7.599536920388147,1.4766,4.998,980.453
4.143967593143697,1.4691183070018643,7.617553925213408,1.476,4.998,986.828
4.14433219495336,1.4671281474570246,7.654790822963309,1.4749,4.998,993.219
4.144877926810493,1.4659064871824894,7.648640432600007,1.4744,4.998,999.531
4.145256905124344,1.4656128423263204,7.637014661570583,1.4738,4.998,1005.844
4.145648693505494,1.4647701247704397,7.696942040588039,1.4733,4.998,1012.156
4.146142027713961,1.4649987584751507,7.717329589886073,1.4722,4.998,1018.531
4.146604531186005,1.4629917310330387,7.7511524023201375,1.4711,4.998,1024.922
4.146931808731575,1.4636169335398221,7.7575287371601505,1.4706,4.998,1031.266
4.147413818836387,1.4622424661315045,7.765998469514469,1.47,4.998,1037.625
4.147921806441872,1.4612692121235311,7.783961963172429,1.4695,4.998,1044.016
4.148282092427147,1.4626383068512723,7.789710466158625,1.4684,4.998,1050.313
4.148627120004811,1.4606621988386739,7.802488305248025,1.4679,4.998,1056.625
4.14914471659792,1.4600863866477787,7.831671198563104,1.4668,4.998,1062.953
4.14950856646058,1.4581199034143002,7.836249885858425,1.4668,4.998,1069.344
4.149955742114627,1.4574765709018769,7.856784412421299,1.4662,4.998,1075.734
4.150549944305163,1.4558904801138521,7.855400702619219,1.4651,4.998,1082.047
4.150684537309436,1.4546909813431557,7.885082351946206,1.4646,4.998,1088.422
4.151274016228179,1.4548575449035765,7.888701326576692,1.464,4.998,1094.797
4.151682925939038,1.4567779986575005,7.896688444860903,1.4635,4.998,1101.109
4.152022667860556,1.4514070073729242,7.9168156141565245,1.4624,4.998,1107.422
4.152652262434683,1.4548878344609144,7.940142165645603,1.4619,4.998,1113.797
4.153016234645374,1.4511432186798956,7.967908917060615,1.4608,4.998,1120.141
4.153648690235289,1.451305954710061,7.977412819894267,1.4602,4.998,1126.516
4.153845605135734,1.453529748640595,7.987442907401731,1.4597,4.998,1132.891
4.15443517407508,1.4501569205081253,8.014803217616059,1.4591,4.998,1139.266
4.154818954639239,1.4486826619787985,8.042927252881556,1.4586,4.998,1145.672
4.1554823966329675,1.4514607382894495,8.05806118967974,1.4575,4.998,1152.047
4.155866390981888,1.4493011333817063,8.083008051442953,1.457,4.998,1158.406
4.156354127503854,1.4489962785137676,8.095053939386377,1.4564,4.998,1164.797
4.15659511073755,1.447377759877263,8.074186800774832,1.4559,4.998,1171.156
4.1571237645273875,1.448291406063076,8.127122825455137,1.4553,4.998,1177.469
4.157587950612326,1.4443281511964035,8.147627591335871,1.4542,4.998,1183.844
4.158097435787496,1.4463003337623035,8.16921585776173,1.4542,4.998,1190.172
4.158689269091781,1.4448171746381802,8.1762010473114,1.4526,4.998,1196.5
4.158933741542699,1.4440358688665016,8.196125385088322,1.452,4.998,1202.875
4.159431267046537,1.4427072877987348,8.226644769123995,1.4515,4.998,1209.266
4.1598904215393375,1.4431213280672572,8.22405822556794,1.451,4.998,1215.641
4.16026727255797,1.4415547003512887,8.211507261186584,1.4504,4.998,1222.063
4.160658162365907,1.4427872990572042,8.24452611120698,1.4493,4.998,1228.438
4.161304099650657,1.439739239413205,8.253704684806253,1.4482,4.998,1234.813
4.161653297871958,1.4403795419696312,8.281370991295887,1.4477,4.998,1241.219
4.162251870082243,1.4415979475055005,8.301103022105638,1.4477,4.998,1247.594
4.162748423735878,1.4385192630997528,8.30809425891732,1.4461,4.998,1253.969
4.163022948242854,1.436544168606626,8.330638390240308,1.445,4.998,1260.344
4.163451922388149,1.4370179957157112,8.337117638589966,1.445,4.998,1266.703
4.163913921023298,1.4357478766171168,8.336598893905084,1.4439,4.998,1273.109
4.16436435075085,1.4365437263044896,8.359191713291827,1.4433,4.998,1279.516
4.164933321589667,1.4339186974002722,8.390396219158276,1.4422,4.998,1285.891
4.165246068550268,1.4343985763059914,8.403743316017287,1.4417,4.998,1292.25
4.1657289091419205,1.4336070435109833,8.40979276505636,1.4401,4.998,1298.984
4.166100861124039,1.431687895010723,8.414971568468195,1.4401,4.998,1305.453
4.166511910480599,1.43168608986667,8.440895171335107,1.4384,4.998,1311.922
4.167074548747126,1.4312044910847375,8.452194585630007,1.4379,4.998,1318.406
4.167560687511729,1.429507110037859,8.44865761977166,1.4373,4.998,1324.828
4.167972448957015,1.430621772067491,8.476161621548165,1.4368,4.998,1331.234
4.168650549746898,1.4295965464229046,8.514614566187648,1.4362,4.998,1337.656
4.168820397598079,1.4276151232684882,8.521178021285294,1.4351,4.998,1344.094
4.169303771170261,1.4270060501576773,8.544577243239022,1.4346,5.011,1350.531
4.169829872544428,1.4286017252418393,8.528610071435919,1.4341,4.998,1356.953
4.170155018699938,1.4261965985550709,8.544131092574565,1.433,4.998,1363.391
4.170639380191085,1.4242634443785414,8.565120576391028,1.4324,4.998,1369.813
4.171207685613082,1.424391836249298,8.584490501714011,1.4313,4.998,1376.219
4.171658770046184,1.4230677576622879,8.606150371133529,1.4308,4.998,1382.641
4.172064352102187,1.42247702129376,8.61755560774262,1.4297,4.998,1389.063
4.172510036824177,1.4229070356418332,8.625884009772603,1.4292,4.998,1395.5
4.1730504067766105,1.4219110825611878,8.626216652568598,1.4286,4.998,1401.922
4.173497828003562,1.4193866948864626,8.644437595532272,1.4275,4.998,1408.344
4.173792901151182,1.4194753888429033,8.670229831733874,1.427,4.998,1414.766
4.174275543305655,1.4199405225938497,8.67233812814894,1.4264,4.998,1421.172
4.174649137655978,1.418635049550335,8.659132632829579,1.4253,4.998,1427.625
4.175323743358694,1.416956736792557,8.679271713498313,1.4242,4.998,1434.5
4.175623492659192,1.415637902101087,8.674075604418423,1.4237,4.998,1441.078
4.176195716855805,1.4163934319004428,8.623477788715332,1.4221,4.998,1447.656
4.176603780516659,1.4153283802743877,8.53973147769925,1.4221,4.998,1454.313
4.177171325251037,1.4127659048684136,8.432835186257037,1.421,4.998,1460.906
4.17778092416487,1.4124454111311893,8.297473439408403,1.4199,4.998,1467.484
4.178317554758417,1.4111773320831675,8.244038829650124,1.4188,4.998,1474.125
4.179125474134821,1.4133822698577776,8.149814619893984,1.4183,4.998,1480.703
4.179544201441095,1.409315128863161,8.074684412246794,1.4166,4.998,1487.313
4.180295309873034,1.4086562151365776,8.026259640887602,1.4155,4.998,1493.953
4.181079505691726,1.40605229774079,7.935830701899727,1.4144,4.998,1500.531
4.181786445323976,1.4061492788620822,7.884523852288862,1.4128,4.998,1507.188
4.182641876933215,1.4030805997584308,7.788488807831486,1.4123,4.998,1513.781
4.183298146086766,1.4007598186046877,7.79345263631097,1.4106,4.998,1520.391
4.1839016475555235,1.4011245276003512,7.718176528925036,1.4095,4.998,1527.016
4.18508238164337,1.4013213546089376,7.675102121790517,1.4079,4.998,1533.625
4.185891748418158,1.3984608643357215,7.616528378278959,1.4073,4.998,1540.25
4.186467851565301,1.3968398299855587,7.530477606759812,1.4052,4.998,1546.875
4.187489393269877,1.3974312781029194,7.4636599211686585,1.4035,4.998,1553.453
4.188087505605384,1.3946403594081551,7.431873283478259,1.4024,4.998,1560.125
4.189166152356559,1.3936153945592142,7.357085604184419,1.4008,4.998,1566.703
4.189905170478667,1.3937785240041318,7.325678730491032,1.3992,4.998,1573.297
4.190732786583975,1.3909808581146015,7.284711206820575,1.3981,4.998,1579.969
4.191764157741632,1.3878274862791968,7.276482354005143,1.3964,4.998,1586.531
4.1925132787475325,1.387085350707709,7.22573059354881,1.3954,4.998,1593.141
4.193306530341666,1.3873086787653317,7.228982089629589,1.3932,4.998,1599.766
4.19424217495703,1.3859180309315846,7.162906937688803,1.3915,4.998,1606.359
4.195117435266116,1.3830393813949395,7.085803841630775,1.3905,4.998,1612.969
4.195848840545138,1.381411348116628,7.062372077356906,1.3888,4.998,1619.625
4.196742774862688,1.380891709113831,7.108652134104414,1.3872,4.998,1626.203
4.197602598085352,1.3798642379447867,7.194175554779447,1.3861,4.998,1632.797
4.198274591825649,1.3778402731915744,7.289452901857582,1.385,4.998,1639.359
4.199069726607874,1.3758638181396163,7.345829114371978,1.3834,4.998,1645.938
4.199560714786877,1.3766112453858703,7.384464875653947,1.3823,4.998,1652.531
4.200264608182292,1.3736651938334572,7.417131391389378,1.3812,4.998,1659.109
4.201239673706576,1.3725397922719813,7.441797292339097,1.3801,4.998,1666.109
4.201830908182564,1.3716484368457857,7.470211054430406,1.379,4.998,1672.875
4.2024071309236195,1.3720349037852555,7.507204467439528,1.3779,4.998,1679.609
4.202944915957305,1.3708002182923131,7.506898544340824,1.3768,4.998,1686.344
4.203541738833848,1.367846310118948,7.53556504395404,1.3757,4.998,1693.078
4.204302738216725,1.3674951177861734,7.551867636213654,1.3741,4.998,1699.813
4.204667226639216,1.3660069424533852,7.575212758222158,1.3741,4.998,1706.578
4.205191564315633,1.3637046121988483,7.597083968751164,1.3725,4.998,1713.328
4.205788373661042,1.3631389170354735,7.60318145542515,1.3714,4.998,1720.063
4.206282860767122,1.3628274293227447,7.609115997044473,1.3708,4.998,1726.781
4.207057755009129,1.360426235996065,7.637383887139911,1.3692,4.998,1733.531
4.205082354637212,1.3444495595753858,7.679541416304281,1.3512,4.986,1740.297
4.205276803597701,1.3452746760003462,7.680570097406852,1.3507,4.986,1747.016
4.205606090959305,1.34198823216415,7.678792379657267,1.3496,4.986,1753.75
4.206008660979883,1.343338870913169,7.672682444222249,1.3485,4.986,1760.484
4.2062355865083205,1.342913092161363,7.703737012744488,1.3479,4.986,1767.234
4.206718242493471,1.3402981873529278,7.727201441839888,1.3474,4.986,1774.0
4.204816834617314,1.3244463468589112,7.747481210069994,1.3289,4.973,1780.734
4.204855315833169,1.3225707755764715,7.736827991534503,1.3283,4.973,1787.453
4.205214905003981,1.3205038702778253,7.746606565687561,1.3283,4.973,1794.188
4.205214473964517,1.319964905053779,7.755169409663079,1.3272,4.973,1800.922
4.205696577569095,1.3186675142430204,7.76204624127032,1.3267,4.973,1807.672
4.20617590086629,1.3206692128184707,7.763713838944228,1.3261,4.973,1814.406
4.206156060357446,1.3183259628933395,7.786199992359918,1.3256,4.973,1821.141
4.20676514743774,1.3171911531454603,7.799925611115965,1.3245,4.973,1827.875
4.204687285431102,1.300925783759483,7.821670436632247,1.3065,4.96,1834.563
4.204864660271599,1.299926333235044,7.833985549917149,1.306,4.96,1841.266
4.204902813183512,1.2987587520693098,7.856526728842283,1.3054,4.96,1847.953
4.2051901509626575,1.297843529991249,7.868031956587641,1.3043,4.96,1854.656
4.205529430499202,1.2969058730631402,7.87383475986882,1.3032,4.96,1861.359
4.205623028066238,1.2972614334453254,7.861391198642696,1.3032,4.96,1868.125
4.206189803251689,1.294965239489797,7.902422662196226,1.3021,4.96,1874.891
4.206492059436465,1.2957180562337816,7.919387969713205,1.3021,4.96,1881.641
4.206741360165451,1.2945623661552448,7.9326445995409465,1.3016,4.96,1888.375
4.204842559760051,1.2751188087056782,7.944299781463549,1.2831,4.96,1895.078
4.205034373230228,1.2758059430391262,7.94250848087169,1.2831,4.948,1901.766
4.205080181457519,1.2762634797337744,7.9676476290296705,1.282,4.948,1908.531
4.205405302928301,1.276855033645254,7.995074189878059,1.282,4.948,1915.297
4.205721342761013,1.2743827230796818,8.011934908738926,1.2814,4.948,1922.0
4.20601702913401,1.2733876138060551,8.001809143248877,1.2809,4.948,1928.672
4.206336781997893,1.2732883618384083,8.027565758810427,1.2803,4.948,1935.359
4.206658350369733,1.272569956529909,8.032566074691578,1.2798,4.948,1942.109
4.2070834551198155,1.2712176582594101,8.041675672757192,1.2793,4.948,1948.844
4.207284276900671,1.2712894449960088,8.04508496839211,1.2787,4.948,1955.578
4.2078698313912595,1.2711581951352156,8.06295938066194,1.2782,4.948,1962.328
4.205663600485277,1.2529278149520346,8.06783929158556,1.258,4.935,1969.063
4.20585152772951,1.2512789654842655,8.078259296317498,1.2585,4.935,1975.813
4.206102540729323,1.2502562124292567,8.083294128096597,1.258,4.935,1982.594
4.206345410928988,1.2516100137748314,8.112012405748343,1.2575,4.935,1989.328
4.20659991379634,1.2494910904917005,8.118068924700934,1.2564,4.935,1996.094
4.2067938733311845,1.2501042464222183,8.125134904320953,1.2558,4.935,2002.766
4.207234018500616,1.2489107030696767,8.15588545641558,1.2553,4.935,2009.469
4.207730733979818,1.249040544591774,8.158216118925147,1.2547,4.935,2016.25
4.205725328035883,1.2292040212833035,8.175877351143235,1.2362,4.922,2022.984
4.205636907909408,1.227929329551033,8.184896244056292,1.2351,4.922,2029.734
4.205696487232921,1.2274481769215033,8.190916146294045,1.2346,4.922,2036.438
4.2061529585476825,1.2288669599320174,8.19315455005773,1.234,4.922,2043.203
4.206299719798009,1.2283919209907734,8.2177368683292,1.234,4.922,2049.891
4.206589902824825,1.2259163563729505,8.223656674068177,1.2329,4.922,2056.656
4.204788162100029,1.2079415270005676,8.224981932204292,1.2149,4.91,2063.328
4.2048393258443655,1.208881263812577,8.23664192933704,1.2144,4.91,2070.078
4.204983476966863,1.2082206393067112,8.265413684465742,1.2138,4.91,2076.813
4.205314694480803,1.2074590470317432,8.273096182251669,1.2133,4.91,2083.547
4.205331194833581,1.205013859340761,8.26954224760562,1.2128,4.91,2090.359
4.2060215045096045,1.2050737733337535,8.274290963964445,1.2128,4.91,2097.031
4.205898826437269,1.2051710914708595,8.290366632752294,1.2122,4.91,2103.781
4.206438557653505,1.2048171733068083,8.29222591226935,1.2111,4.91,2110.578
4.206858376630098,1.2029331331446618,8.31766892398143,1.2106,4.91,2117.344
4.207083463033557,1.2027119098444041,8.337904681140241,1.21,4.91,2124.047
4.207479377247486,1.200586365179193,8.30929454606827,1.2089,4.91,2130.844
4.207896606484026,1.2008129762227584,8.313596934632416,1.2079,4.91,2137.75
4.205930081084122,1.1837473959376448,8.328151824114448,1.1893,4.897,2144.516
4.206198749752288,1.181374728685037,8.337567138332828,1.1888,4.897,2151.25
4.206454874521406,1.1815577679534242,8.336113493751133,1.1882,4.897,2158.078
4.206691129876045,1.180880809503808,8.348938184727658,1.1871,4.897,2164.828
4.206904652345374,1.1822784968508724,8.348269955802794,1.1866,4.897,2171.563
4.2074288528194135,1.1794902125493747,8.370750227113964,1.1855,4.897,2178.281
4.207753130249845,1.1794344802009433,8.374428641207174,1.185,4.897,2185.0
4.205558041180009,1.159546514873851,8.38591621056704,1.1648,4.884,2191.719
4.205765904814009,1.1579694098317834,8.412211324849858,1.1648,4.884,2198.422
4.205913418083812,1.1585522611005041,8.406959605730519,1.1637,4.884,2205.141
4.20625868378541,1.1576521031747797,8.409901949069333,1.1632,4.884,2211.984
4.206431650041385,1.1573480072374027,8.414993301419074,1.1626,4.884,2218.719
4.206778024373195,1.1569390671163093,8.437202578881715,1.1621,4.884,2225.516
4.207050689323084,1.1550790991000437,8.446948692418516,1.1615,4.884,2232.297
4.207321460864189,1.1544826990570245,8.442407604348746,1.1615,4.884,2239.063
4.207766673633151,1.1551318226105205,8.448308864847457,1.1604,4.884,2245.781
4.206124299722696,1.1357121147206544,8.472434624118355,1.1414,4.872,2252.484
4.206148851769907,1.1344897115098085,8.473354496304554,1.1419,4.872,2259.172
4.206294228945402,1.1334914106269802,8.497944269665295,1.1414,4.872,2265.875
4.206588135744723,1.134422807099827,8.525163725150561,1.1403,4.872,2272.563
4.206950089109875,1.135730489128792,8.52358682710285,1.1397,4.872,2279.297
4.207329700936943,1.1328655504232306,8.502812093179674,1.1392,4.872,2285.984
4.207662554868112,1.132094895398771,8.50562592641125,1.1386,4.872,2292.719
4.20808514777666,1.1332385255631707,8.521956372452266,1.1381,4.872,2299.5
4.208565614387516,1.1314122770237545,8.522733445458856,1.1375,4.872,2306.25
4.206700293579629,1.1133733428041697,8.516698181749216,1.1185,4.859,2313.016
4.206817739192154,1.1127890946415095,8.522211435387652,1.1179,4.859,2319.844
4.207087764698118,1.110437333158737,8.54040110612342,1.1168,4.859,2326.563
